TT,Lĩnh vực,Câu hỏi,Loại,Các đáp án lựa chọn (Điểm - Rủi ro),Các khuyến nghị xử lý
124,"Đặc thù: Nhà hàng, khách sạn, chợ, TTTM","Cửa phòng khách sạn có phải cửa chống cháy với cơ chế tự đóng không, và nhân viên có nhắc khách không được chèn cửa mở không?",single,"A) Cửa phòng chống cháy với tay gạt tự đóng, nhân viên nhắc khách không chèn cửa [Điểm: 0, Rủi ro: safe]
B) Cửa phòng có tự đóng nhưng nhân viên không nhắc khách về quy định [Điểm: 1, Rủi ro: low]
C) Cửa phòng thường, không tự đóng, khách thường chèn cửa mở cho thoáng [Điểm: 2, Rủi ro: high]
D) Cửa gỗ mỏng không chống cháy, tay gạt hỏng, hành lang không có cửa ngăn khói [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Cửa phòng thường, không tự đóng, khách thường chèn cửa mở cho thoáng. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Cửa gỗ mỏng không chống cháy, tay gạt hỏng, hành lang không có cửa ngăn khói. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
125,"Đặc thù: Nhà hàng, khách sạn, chợ, TTTM","Trong các dịp lễ tết khi bổ sung đèn trang trí, tải điện thực tế có được tính toán lại và kiểm tra không vượt quá công suất thiết kế không?",single,"A) Có tính toán tải trước khi lắp đèn trang trí, dùng đèn LED tiết kiệm, CB riêng cho đèn [Điểm: 0, Rủi ro: safe]
B) Dùng đèn LED nhưng chưa tính toán tải cụ thể, cắm vào ổ cắm hiện có [Điểm: 1, Rủi ro: low]
C) Lắp nhiều đèn sợi đốt/dây đèn nhấp nháy, dùng ổ cắm kéo dài nối chồng [Điểm: 2, Rủi ro: high]
D) Đèn trang trí khắp nơi kể cả gần rèm/vải, nối điện chồng chéo, CB nhảy phải nối tắt [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Thay thế ổ cắm hỏng/méo. Không cắm chồng nhiều ổ nối dài. Dùng ổ cắm có nắp bảo vệ tại nơi ẩm ướt.
- Nếu chọn (D): Kiểm tra và thay thế aptomat không đúng dòng định mức. Thử test aptomat bằng cách nhấn nút TEST hàng tháng."
126,"Đặc thù: Nhà hàng, khách sạn, chợ, TTTM","Cửa kho hàng trong TTTM/siêu thị có luôn được đóng kín và có cơ chế tự đóng, hay thường xuyên bị chèn mở suốt ngày vì nhân viên đi lại?",single,"A) Cửa kho chống cháy tự đóng, có gắn nam châm giữ mở kết nối hệ thống báo cháy [Điểm: 0, Rủi ro: safe]
B) Cửa kho tự đóng nhưng nhân viên thỉnh thoảng chèn mở rồi đóng lại [Điểm: 1, Rủi ro: low]
C) Cửa kho luôn bị chèn mở bằng gạch/nêm suốt ngày vì nhân viên đi lại thường xuyên [Điểm: 2, Rủi ro: high]
D) Cửa kho hỏng không đóng được, kho thông với sàn bán hàng, hàng hóa tràn ra ngoài [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Cửa kho luôn bị chèn mở bằng gạch/nêm suốt ngày vì nhân viên đi lại thường xuyên. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Cửa kho hỏng không đóng được, kho thông với sàn bán hàng, hàng hóa tràn ra ngoài. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
127,"Đặc thù: Nhà hàng, khách sạn, chợ, TTTM",Khách sạn có danh sách phòng đang có khách được cập nhật real-time và quy trình kiểm tra từng phòng khi có báo động cháy không?,single,"A) Hệ thống quản lý phòng real-time, quy trình rõ ai kiểm tra phòng nào, master key sẵn sàng [Điểm: 0, Rủi ro: safe]
B) Biết phòng nào có khách nhưng chưa có quy trình phân công kiểm tra cụ thể [Điểm: 1, Rủi ro: low]
C) Danh sách phòng cập nhật thủ công, có thể sai lệch, chưa có quy trình kiểm tra [Điểm: 2, Rủi ro: high]
D) Không quản lý danh sách phòng có khách, khi cháy không biết phòng nào cần kiểm tra [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Danh sách phòng cập nhật thủ công, có thể sai lệch, chưa có quy trình kiểm tra. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Không quản lý danh sách phòng có khách, khi cháy không biết phòng nào cần kiểm tra. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
128,"Đặc thù: Nhà hàng, khách sạn, chợ, TTTM","Bếp nhà hàng có hệ thống chữa cháy tự động chuyên dụng cho cháy dầu mỡ (wet chemical system), hay chỉ trang bị bình CO₂ thông thường?",single,"A) Có hệ thống dập cháy bếp tự động (wet chemical/ANSUL), kiểm tra 6 tháng/lần [Điểm: 0, Rủi ro: safe]
B) Có bình chữa cháy bếp chuyên dụng (loại K/F) nhưng chưa có hệ thống tự động [Điểm: 1, Rủi ro: low]
C) Chỉ có bình CO₂ hoặc bột ABC cho bếp, không phù hợp cho cháy dầu mỡ [Điểm: 2, Rủi ro: high]
D) Không có bình chữa cháy nào trong bếp, dập cháy dầu bằng nước (rất nguy hiểm) [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Bảo quản xăng dầu trong kho riêng, xa nguồn nhiệt/điện. Dùng can chuyên dụng có nắp kín, gắn nhãn cảnh báo.
- Nếu chọn (D): Mua bổ sung bình chữa cháy ABC 4kg: 1 bình/50m². Đặt nơi dễ lấy, cao 0.8-1.5m. Kiểm tra hạn sử dụng hàng quý."
129,"Đặc thù: Nhà hàng, khách sạn, chợ, TTTM","Bảo vệ cuối ngày có thực hiện kiểm tra từng gian hàng theo checklist cụ thể trước khi đóng cửa chợ/TTTM không, hay chỉ tắt đèn và khóa cổng?",single,"A) Có checklist kiểm tra: điện từng gian hàng, bình gas, lối thoát, ký xác nhận mỗi tối [Điểm: 0, Rủi ro: safe]
B) Bảo vệ đi qua từng khu nhưng không có checklist, kiểm tra bằng mắt [Điểm: 1, Rủi ro: low]
C) Bảo vệ chỉ tắt đèn chung và khóa cổng, không kiểm tra từng gian hàng [Điểm: 2, Rủi ro: high]
D) Không kiểm tra gì, tiểu thương tự khóa gian hàng, đôi khi quên tắt điện/bếp [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Bảo vệ chỉ tắt đèn chung và khóa cổng, không kiểm tra từng gian hàng. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Đốt vàng mã trong lư/thùng kim loại có nắp, đặt trên nền bê tông, xa vật liệu dễ cháy 3m. Luôn có người trông coi."
130,"Đặc thù: Nhà hàng, khách sạn, chợ, TTTM","Cơ sở có tính toán và kiểm soát số người tối đa được phép có mặt theo thiết kế thoát nạn, đặc biệt trong các sự kiện đông người không?",single,"A) Có biển ghi sức chứa tối đa, kiểm soát số người vào, đóng cửa khi đạt giới hạn [Điểm: 0, Rủi ro: safe]
B) Biết sức chứa thiết kế nhưng chưa kiểm soát đếm người ra vào [Điểm: 1, Rủi ro: low]
C) Không biết sức chứa tối đa, sự kiện đông nghịt nhưng không giới hạn [Điểm: 2, Rủi ro: high]
D) Đông vượt xa sức chứa, lối thoát kẹt cứng người, đã xảy ra chen lấn nguy hiểm [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Không biết sức chứa tối đa, sự kiện đông nghịt nhưng không giới hạn. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Dọn sạch lối thoát hiểm ngay. Lắp đèn EXIT phát quang và đèn chiếu sáng sự cố. Không khóa cửa thoát nạn."
131,"Đặc thù: Bệnh viện, trường học, cơ sở y tế",Cơ sở y tế có phương án và thiết bị sơ tán chuyên dụng cho bệnh nhân không thể tự di chuyển hoặc đang phụ thuộc vào thiết bị hỗ trợ sự sống không?,single,"A) Có phương án chi tiết, xe lăn sơ tán, tấm trượt, phân công cụ thể, đã diễn tập [Điểm: 0, Rủi ro: safe]
B) Có phương án chung nhưng chưa có thiết bị sơ tán chuyên dụng, chưa diễn tập [Điểm: 1, Rủi ro: low]
C) Chỉ có phương án cho người tự đi, bệnh nhân nặng chưa có kế hoạch sơ tán cụ thể [Điểm: 2, Rủi ro: high]
D) Không có phương án sơ tán nào, bệnh nhân nằm liệt tầng cao không có thang máy cứu hỏa [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Đốt vàng mã trong lư/thùng kim loại có nắp, đặt trên nền bê tông, xa vật liệu dễ cháy 3m. Luôn có người trông coi.
- Nếu chọn (D): Đốt vàng mã trong lư/thùng kim loại có nắp, đặt trên nền bê tông, xa vật liệu dễ cháy 3m. Luôn có người trông coi."
132,"Đặc thù: Bệnh viện, trường học, cơ sở y tế","Trường học có tổ chức diễn tập sơ tán phù hợp với từng độ tuổi học sinh, kể cả tình huống không báo trước không?",single,"A) Diễn tập sơ tán 2 lần/năm, phù hợp từng lứa tuổi, bao gồm tình huống không báo trước [Điểm: 0, Rủi ro: safe]
B) Diễn tập 1 lần/năm có báo trước, tất cả học sinh biết lối thoát [Điểm: 1, Rủi ro: low]
C) Chỉ phổ biến lý thuyết, chưa tổ chức diễn tập thực tế cho học sinh [Điểm: 2, Rủi ro: high]
D) Chưa bao giờ tổ chức diễn tập, học sinh không biết lối thoát nạn [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Chỉ phổ biến lý thuyết, chưa tổ chức diễn tập thực tế cho học sinh. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Dọn sạch lối thoát hiểm ngay. Lắp đèn EXIT phát quang và đèn chiếu sáng sự cố. Không khóa cửa thoát nạn."
133,"Đặc thù: Bệnh viện, trường học, cơ sở y tế",Kho lưu trữ hồ sơ bệnh án giấy có được bảo vệ bằng hệ thống phát hiện và chữa cháy chuyên dụng không?,single,"A) Kho riêng có báo cháy sớm, bình CO₂, tường chống cháy, có bản sao lưu số [Điểm: 0, Rủi ro: safe]
B) Kho riêng có bình chữa cháy, chưa có báo cháy riêng, đang số hóa dần [Điểm: 1, Rủi ro: low]
C) Hồ sơ giấy để trong phòng làm việc chung, không có PCCC riêng, chưa sao lưu số [Điểm: 2, Rủi ro: high]
D) Hồ sơ giấy chất đống trong kho kín không PCCC, là bản gốc duy nhất [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Hồ sơ giấy để trong phòng làm việc chung, không có PCCC riêng, chưa sao lưu số. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Bảo quản vật liệu dễ tự cháy nơi thông thoáng, không chất đống. Kiểm tra nhiệt độ kho định kỳ hàng ngày."
134,"Đặc thù: Bệnh viện, trường học, cơ sở y tế","Cồn y tế, formalin và các hóa chất dễ cháy trong phòng xét nghiệm có được bảo quản trong tủ chuyên dụng chống cháy không?",single,"A) Bảo quản trong tủ chống cháy chuyên dụng, phân loại tương thích, SDS đầy đủ [Điểm: 0, Rủi ro: safe]
B) Để trong tủ riêng có khóa nhưng không phải tủ chống cháy chuyên dụng [Điểm: 1, Rủi ro: low]
C) Cồn, formalin để lẫn lộn trên kệ chung, gần bồn rửa và ổ cắm điện [Điểm: 2, Rủi ro: high]
D) Hóa chất dễ cháy để tràn lan trên bàn, gần nguồn nhiệt, chai hở nắp [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Cồn, formalin để lẫn lộn trên kệ chung, gần bồn rửa và ổ cắm điện. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Hóa chất dễ cháy để tràn lan trên bàn, gần nguồn nhiệt, chai hở nắp. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
135,"Đặc thù: Bệnh viện, trường học, cơ sở y tế","Thiết bị điện y tế (máy X-quang, máy MRI, máy thở) có được kiểm tra và bảo dưỡng theo lịch riêng không?",single,"A) Bảo dưỡng theo lịch nhà sản xuất, mạch điện riêng, phòng đặt có thông gió tản nhiệt tốt [Điểm: 0, Rủi ro: safe]
B) Bảo dưỡng khi có lỗi, mạch điện riêng, phòng có ĐHKK nhưng chưa kiểm tra tản nhiệt [Điểm: 1, Rủi ro: low]
C) Thiết bị y tế dùng chung mạch điện, phòng đặt chật, thông gió kém, nóng [Điểm: 2, Rủi ro: high]
D) Thiết bị y tế cũ chạy quá tải, phòng kín nóng, dây điện nóng bất thường [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): NGUY HIỂM: Ngắt ngay mạch điện có hiện tượng nóng/khét. Gọi thợ điện kiểm tra nguyên nhân (quá tải, chập mạch, tiếp xúc kém).
- Nếu chọn (D): Thay thế toàn bộ dây điện cũ/hỏng bằng dây đạt chuẩn TCVN, luồn trong ống bảo vệ PVC. Kiểm tra từng đoạn dây, đánh dấu vị trí cần thay."
136,"Đặc thù: Bệnh viện, trường học, cơ sở y tế","Khu vực phòng mổ và phòng hồi sức sử dụng khí oxy, khí gây mê có hệ thống phát hiện rò rỉ khí không?",single,"A) Có cảm biến rò rỉ khí oxy/gây mê, van ngắt khẩn cấp, kiểm tra đường ống định kỳ [Điểm: 0, Rủi ro: safe]
B) Kiểm tra đường ống định kỳ nhưng chưa lắp cảm biến rò rỉ tự động [Điểm: 1, Rủi ro: low]
C) Đường ống khí cũ, chưa kiểm tra gần đây, không có cảm biến rò rỉ [Điểm: 2, Rủi ro: high]
D) Đường ống oxy bị rò rỉ, nồng độ oxy cao trong phòng kín, nguy cơ cháy bùng rất lớn [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Đường ống khí cũ, chưa kiểm tra gần đây, không có cảm biến rò rỉ. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Đường ống oxy bị rò rỉ, nồng độ oxy cao trong phòng kín, nguy cơ cháy bùng rất lớn. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
137,"Đặc thù: Bệnh viện, trường học, cơ sở y tế","Phòng học có đủ ít nhất hai lối thoát nạn, cửa mở ra phía ngoài và không bị khóa hoặc chất đồ trong giờ học không?",single,"A) Có ≥ 2 cửa mở ra ngoài, thanh đẩy khẩn cấp, không bị chất đồ, đèn EXIT hoạt động [Điểm: 0, Rủi ro: safe]
B) Có 2 cửa nhưng 1 cửa mở vào trong, không bị khóa [Điểm: 1, Rủi ro: low]
C) Chỉ có 1 cửa ra vào, cửa mở vào trong, bàn ghế xếp chật [Điểm: 2, Rủi ro: high]
D) Cửa lớp khóa từ bên ngoài trong giờ học, cửa sổ có song sắt, không thoát được [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Chỉ có 1 cửa ra vào, cửa mở vào trong, bàn ghế xếp chật. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Dọn sạch lối thoát hiểm ngay. Lắp đèn EXIT phát quang và đèn chiếu sáng sự cố. Không khóa cửa thoát nạn."
138,"Đặc thù: Bệnh viện, trường học, cơ sở y tế","Nhân viên y tế trực ca đêm có nắm rõ quy trình báo động, ngắt điện cục bộ và dẫn bệnh nhân sơ tán không?",single,"A) 100% nhân viên trực đêm biết quy trình, đã diễn tập, biết rõ vị trí CB và lối thoát [Điểm: 0, Rủi ro: safe]
B) Nhân viên biết quy trình chung nhưng chưa diễn tập ca đêm cụ thể [Điểm: 1, Rủi ro: low]
C) Chỉ bác sĩ trực biết, điều dưỡng và hộ lý chưa nắm quy trình sơ tán [Điểm: 2, Rủi ro: high]
D) Ca đêm ít người, không ai biết quy trình sơ tán, không biết cầu dao ở đâu [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Chỉ bác sĩ trực biết, điều dưỡng và hộ lý chưa nắm quy trình sơ tán. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Kiểm tra và thay thế aptomat không đúng dòng định mức. Thử test aptomat bằng cách nhấn nút TEST hàng tháng."
